,text_raw,text_clean
332,"Piggy muttered the name to himself and then shouted it to Ralph, who was not interested because he was still blowing.",piggy mutter the name to himself and then shout it to ralph who be not interest because he be still blow
333,"His face was dark with the violent pleasure of making this stupendous noise, and his heart was making the stretched shirt shake.",his face be dark with the violent pleasure of make this stupendous noise and his heart be make the stretch shirt shake
334,The shouting in the forest was nearer.,the shout in the forest be near
335,Signs of life were visible now on the beach.,sign of life be visible now on the beach
336,"The sand, trembling beneath the heat haze, concealed many figures in its miles of length; boys were making their way toward the platform through the hot, dumb sand.",the sand tremble beneath the heat haze conceal many figure in its mile of length boy be make their way toward the platform through the hot dumb sand
337,"Three small children, no older than Johnny, appeared from startlingly close at hand, where they had been gorging fruit in the forest.",three small child no old than johnny appear from startlingly close at hand where they have be gorge fruit in the forest
338,"A dark little boy, not much younger than Piggy, parted a tangle of undergrowth, walked on to the platform, and smiled cheerfully at everybody.",a dark little boy not much young than piggy part a tangle of undergrowth walk on to the platform and smile cheerfully at everybody
339,More and more of them came.,much and much of them come
340,"Taking their cue from the innocent Johnny, they sat down on the fallen palm trunks and waited.",take their cue from the innocent johnny they sit down on the fall palm trunk and wait
341,"Ralph continued to blow short, penetrating blasts.",ralph continue to blow short penetrate blast
342,"Piggy moved among the crowd, asking names and frowning to remember them.",piggy move among the crowd ask name and frown to remember them
343,The children gave him the same simple obedience that they had given to the men with megaphones.,the child give him the same simple obedience that they have give to the man with megaphone
344,"Some were naked and carrying their clothes; others half-naked, or more or less dressed, in school uniforms, grey, blue, fawn, jacketed, or jerseyed.",some be naked and carry their clothe other half naked or much or little dress in school uniform grey blue fawn jacket or jerseyed
345,"There were badges, mottoes even, stripes of color in stockings and pullovers.",there be badge motto even stripe of color in stocking and pullover
346,"Their heads clustered above the trunks in the green shade; heads brown, fair, black, chestnut, sandy, mouse-colored; heads muttering, whispering, heads full of eyes that watched Ralph and speculated.",their head cluster above the trunk in the green shade head brown fair black chestnut sandy mouse color head mutter whisper head full of eye that watch ralph and speculate
347,Something was being done.,something be be do
348,"The children who came along the beach, singly or in twos, leapt into visibility when they crossed the line from heat haze to nearer sand.",the child who come along the beach singly or in two leap into visibility when they cross the line from heat haze to near sand
349,"Here, the eye was first attracted to a black, bat-like creature that danced on the sand, and only later perceived the body above it.",here the eye be ﻿1 attract to a black bat like creature that dance on the sand and only late perceive the body above it
350,"The bat was the child's shadow, shrunk by the vertical sun to a patch between the hurrying feet.",the bat be the child s shadow shrink by the vertical sun to a patch between the hurry foot
351,"Even while he blew, Ralph noticed the last pair of bodies that reached the platform above a fluttering patch of black.",even while he blow ralph notice the last pair of body that reach the platform above a flutter patch of black
352,"The two boys, bullet-headed and with hair like tow, flung themselves down and lay grinning and panting at Ralph like dogs.",the two boy bullet head and with hair like tow fling themselves down and lie grin and pant at ralph like dog
353,"They were twins, and the eye was shocked and incredulous at such cheery duplication.",they be twin and the eye be shock and incredulous at such cheery duplication
354,"They breathed together, they grinned together, they were chunky and vital.",they breathe together they grin together they be chunky and vital
355,"They raised wet lips at Ralph, for they seemed provided with not quite enough skin, so that their profiles were blurred and their mouths pulled open.",they raise wet lip at ralph for they seem provide with not quite enough skin so that their profile be blur and their mouth pull open
356,"Piggy bent his flashing glasses to them and could be heard between the blasts, repeating their names.",piggy bend his flash glass to them and can be hear between the blast repeat their name
357,"""Sam, Eric, Sam, Eric.""",sam eric sam eric
358,Then he got muddled; the twins shook their heads and pointed at each other and the crowd laughed.,then he get muddle the twin shake their head and point at each other and the crowd laugh
359,"At last Ralph ceased to blow and sat there, the conch trailing from one hand, his head bowed on his knees.",at last ralph cease to blow and sit there the conch trail from one hand his head bow on his knee
360,"As the echoes died away so did the laughter, and there was silence.",a the echo die away so do the laughter and there be silence
